title,username,text,clean_text,sentiment
Layar,Elbert_Reyner,"@ikanassa @adiwriter @vintenjose with sis. Look at Weaver, Murphy, Deniro on one screen is already happy. The twist is really not good, but overall I like the film topic.",with sis look at weaver murphy deniro on one screen is already happy the twist is really not good but overall i like the film topic,Positive
Rise,GilaFilmID,"Project Wolf Hunting Please Enjoy, one of the best films that Mingil has ever watched. I think Evil Dead Rise is already the most watched film that Mingil watched this year, until finally watching this. Maybe this is the reason why the film is not taging here. Too brutal. Hard to cut2nya 😖 https://t.co/tbzhapkirr",project wolf hunting please enjoy one of the best films that mingil has ever watched i think evil dead rise is already the most watched film that mingil watched this year until finally watching this maybe this is the reason why the film is not taging here too brutal hard to cut2nya,Positive
Seasons,GilaFilmID,"@Johany43226981 Yes, but the Mingil version is not in. It's the same as' Chucky, there is also a new season. Not too for mingil",yes but the mingil version is not in it s the same as chucky there is also a new season not too for mingil,Neutral
Rise,ErikDavis,**Honorable Mentions 2019**  Jojo Rabbit  Knives Out Booksmart Once Upon a Time... in Hollywood  A Beautiful Day in the Neighborhood  Apollo 11  The Rise of Skywalker  Marriage Story Dolemite Is My Name  Ad Astra https://t.co/z58tsePvfi,honorable mentions 2019 jojo rabbit knives out booksmart once upon a time in hollywood a beautiful day in the neighborhood apollo 11 the rise of skywalker marriage story dolemite is my name ad astra,Neutral
Transcendence,hafilova,I rated 'Transcendence' 3 out of 5 stars â–¶ http://t.co/Y9yBHEdVRF,i rated transcendence 3 out of 5 stars,Neutral
Troll,ErikDavis,"@EdwardA89005293 @DiscussingFilm Yes I mixed up my Trolls movies, my bad",yes i mixed up my trolls movies my bad,Neutral
Kembang Api,WatchmenID,"Hanggu tells one of the toughest phases he has ever experienced, which has to do with #MENALHEALTH there is a slight relevance to the latest film Fireworks which will be released on March 2, 2023. https://t.co/mex3jh3sgg",hanggu tells one of the toughest phases he has ever experienced which has to do with there is a slight relevance to the latest film fireworks which will be released on march 2 2023,Neutral
Seasons,slashfilm,Let's talk about how the #RickandMorty season 6 premiere brings it all back to one of the show's best episodes. https://t.co/of0ZURXd41,let s talk about how the season 6 premiere brings it all back to one of the show s best episodes,Neutral
Troll,ErikDavis,Agree RT @ColeAbaius: @ErikDavis Which is why people have to stop linking to him. He's a pro troll.,agree which is why people have to stop linking to him he s a pro troll,Neutral
Taare Zameen Par,MovieManID,"3. Taare Zameen Par (2007)

Besides 3 idiots and PK, there are more Aamir Khan movies that must be watched; Taare Zameen Par.
This one film is more appropriate to watch when Teacher's Day arrives.
But, it's okay if you want to enjoy a very touching movie for this weekend 👍 https://t.co/t0jyfc5ql6",3 taare zameen par 2007 besides 3 idiots and pk there are more aamir khan movies that must be watched taare zameen par this one film is more appropriate to watch when teacher s day arrives but it s okay if you want to enjoy a very touching movie for this weekend,Positive
65,BFI,"Read all about the major upgrades we've made to #BFIIMAX.  The nation’s most immersive cinema experience has a brand new 65 foot IMAX screen, cutting-edge 4K IMAX with Laser projection and powerful 12-channel sound technology. https://t.co/5Es9zsjUrm",read all about the major upgrades we ve made to the nation s most immersive cinema experience has a brand new 65 foot imax screen cutting edge 4k imax with laser projection and powerful 12 channel sound technology,Neutral
Rise,slashfilm,Nickelodeon Renews 'Rise of the Teenage Mutant Ninja Turtles' Ahead of Its Premiere – Here's What to Expect [TCA 2018] https://t.co/w4Cqn7pSHa https://t.co/j8AkFRcFyd,nickelodeon renews rise of the teenage mutant ninja turtles ahead of its premiere here s what to expect tca 2018,Neutral
Seasons,WatchmenID,"For those who just heard about modern love, we once discussed season 1 here.  Give a few reasons why this series became one of the series that we recommend the most at that time!  https://t.co/1kjaompczs",for those who just heard about modern love we once discussed season 1 here give a few reasons why this series became one of the series that we recommend the most at that time!,Positive
Nowhere,moviemenfes,MVS Girl from Nowhere S1 is the most exciting EPS that you think?,mvs girl from nowhere s1 is the most exciting eps that you think?,Neutral
The Little Mermaid,slashfilm,'13 Reasons Why' Star Christian Navarro Auditioned for Prince Eric in 'The Little Mermaid' https://t.co/NozkZfsuux https://t.co/AOME5F2svB,13 reasons why star christian navarro auditioned for prince eric in the little mermaid,Neutral
Seasons,MovieManID,@Maniaktipi he also wrote it. That's why it's as crazy and as cool as Fleabag. Unfortunately there is only 1 season :(,he also wrote it that s why it s as crazy and as cool as fleabag unfortunately there is only 1 season,Positive
A Man Called Otto,moviemenfes,"give me a suggestion that MVS West inspires like A Man Called Otto, which makes you enthusiastic about living this life",give me a suggestion that mvs west inspires like a man called otto which makes you enthusiastic about living this life,Neutral
Layar,danieldokter,"@Adiwriter must explain this full series reboot or continuation from #tsajung Bajang, the version (should be) the big screen yesterday. https://t.co/wscwiopels",must explain this full series reboot or continuation from bajang the version should be the big screen yesterday,Neutral
Qorin,moviemenfes,"Between MVS Qodrat vs Qorin, which one do you prefer?  https://t.co/hdq1a7qod9",between mvs qodrat vs qorin which one do you prefer?,Neutral
Seasons,slashfilm,What does that nude scene in the #WhiteLotus season 2 premiere mean for Cameron and Harper? https://t.co/fbV0EuefYF,what does that nude scene in the season 2 premiere mean for cameron and harper?,Neutral
Seasons,BFI,"@jack_faith Hi Jack, there are no plans for a Paul Thomas Anderson season...are you thinking of another cinema?",hi jack there are no plans for a paul thomas anderson season are you thinking of another cinema?,Neutral
Bayi Ajaib,djaycoholyc,Miracle Baby (1982) Directed by Tindra Rengat Dop by Ismaun #wanperFeksyot https://t.co/ag3zjg2sxe,miracle baby 1982 directed by tindra rengat dop by ismaun,Neutral
Seasons,TarizSolis,"@Aggidilimanto If it's really free, three seasons can be surrounded in three days 😆",if it s really free three seasons can be surrounded in three days,Positive
Layar,djaycoholyc,"At first I wanted to be very bodo.  But yes, a long time to disturb because the cellphone screen is bright bet heh.",at first i wanted to be very bodo but yes a long time to disturb because the cellphone screen is bright bet heh,Neutral
Seasons,akstanwyck,Christopher Nolan Gets Award Season Lift from Art Directors Guild http://t.co/rlcRP6UgxW,christopher nolan gets award season lift from art directors guild,Neutral
Layar,danieldokter,Udh down the screen,udh down the screen,Neutral
Layar,Elbert_Reyner,Oh. Tomorrow free birds will suddenly air on @cinema21. The 3D screen Pompeii seems to be taken by these birds.,oh tomorrow free birds will suddenly air on the 3d screen pompeii seems to be taken by these birds,Neutral
Seasons,TarizSolis,@Ariesta1988 So Before Ma @CasSmith nih cue! Hahahaha .. Where are you? I waited for 10 things complex 1 season before watching,so before ma nih cue! hahahaha where are you? i waited for 10 things complex 1 season before watching,Neutral
You People,BFI,People cite escapism and excitement as the most common reactions films offer. Would you agree? #openingoureyes,people cite escapism and excitement as the most common reactions films offer would you agree?,Neutral
Layar,danieldokter,"Sincerely, from sinephils who are crying because they can't watch on the screen as big as the standard 😡😡😡 https://t.co/ga2xfmx3uu",sincerely from sinephils who are crying because they can t watch on the screen as big as the standard,Neutral
Seasons,ScreenSaversID,"Where is Stephanie's disappearance, Eugene's girlfriend? Why is Connie forbidden to investigate about Tyler Davis? What is there any conspiracy in Commonwealth? Curious right?  Find the answers in the latest episode of The Walking Dead Season 11, only at @disneyplusid! https://t.co/Ecyzmirjo6",where is stephanie s disappearance eugene s girlfriend? why is connie forbidden to investigate about tyler davis? what is there any conspiracy in commonwealth? curious right? find the answers in the latest episode of the walking dead season 11 only at !,Neutral
Seasons,BFI,"To celebrate the launch of #HisDarkMaterials' second season, @BFI &amp  @RadioTimes #TVFest will present a series of digital events featuring guests including @DafneKeen, @Amirrwilsonn, @janetranter1, @jackthorne &amp  more...  3 - 5 Nov on BFI YouTube https://t.co/9LeTp8NV02 https://t.co/bUzEuixJtK",to celebrate the launch of second season amp will present a series of digital events featuring guests including amp more 3 5 nov on bfi youtube,Neutral
Layar,moviegoersID,"As a child, Mimin was always told to go home when Maghrib arrived. People say that there will be dedemites of nyulik small children.   Mimin mah just obey. Even though the tancep screen hasn't started yet. Heheu. Eh this premise is in #Waktumaghrib - the first long film Sidharta Tata. https://t.co/xg8iksne00",as a child mimin was always told to go home when maghrib arrived people say that there will be dedemites of nyulik small children mimin mah just obey even though the tancep screen hasn t started yet heheu eh this premise is in the first long film sidharta tata,Neutral
The Big 4,CenayangFilm,"Said his friend Mbah, The Big 4 is The Night Comes for Us mixed with Comic 8 plus a pork dog tai dick hairy. https://t.co/p1stzzbsto",said his friend mbah the big 4 is the night comes for us mixed with comic 8 plus a pork dog tai dick hairy,Neutral
